AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,CommunityDistrict,CensusTract2010,NTA,CityCouncilDistrict,CongressionalDistrict,StateSenatorialDistrict,LicenseIssuedDate,LicenseExpiredDate
PIZZA,F,11/1/2009 0:00,"Welsh Corgi, Pembroke",Brooklyn,11225,309,804,BK60,40,9,20,9/26/2016,6/21/2018
CHLOE ,F,1/1/2013 0:00,Maltese,Bronx,10458,205,38302,BX40,15,15,33,2/9/2015,2/9/2016
CJ,F,11/1/2014 0:00,Border Collie,Brooklyn,11201,302,9,BK09,33,7,26,5/3/2015,5/3/2020
UNKNOWN,F,6/1/2015 0:00,German Shepherd Crossbreed,Brooklyn,11214,311,180,BK27,43,11,22,10/10/2016,10/11/2017
JOKER ,M,1/1/2003 0:00,Unknown,Queens,11418,409,14202,QN54,29,5,14,12/26/2014,1/30/2016
RED,M,11/1/2012 0:00,Maltese,Bronx,10460,206,36501,BX17,15,15,33,5/6/2016,3/16/2017
RIGA ,M,3/1/2016 0:00,French Bulldog,Staten Island,10312,503,15601,SI54,51,11,24,7/13/2016,7/13/2017
FUZZY,M,10/1/2009 0:00,Unknown,Brooklyn,11215,306,151,BK37,39,9,21,11/3/2016,12/20/2017
ELLIE,F,10/1/2016 0:00,Goldendoodle,Manhattan,10003,105,52,MN13,2,12,28,11/20/2016,11/20/2017
RILEY,M,4/1/2008 0:00,Beagle Crossbreed,Queens,11379,405,677,QN21,30,6,15,9/7/2016,10/29/2017
RILU,M,5/1/2014 0:00,Pomeranian,Brooklyn,11206,303,255,BK75,36,7,18,8/9/2016,10/6/2017
UNKNOWN,M,8/1/2016 0:00,French Bulldog,Brooklyn,11220,310,130,BK31,43,10,23,12/5/2016,12/5/2017
NA,M,6/1/2015 0:00,Maltese,Staten Island,10302,501,213,SI28,49,11,23,8/1/2016,9/25/2017
XENA,F,12/1/2014 0:00,Vizsla,Brooklyn,11238,308,215,BK64,35,9,20,12/22/2016,12/22/2017
KARLIE ,F,2/1/2013 0:00,Border Collie Crossbreed,Manhattan,10002,103,8,MN27,1,7,26,9/23/2016,9/23/2017
HARVARD,F,1/1/2014 0:00,Staffordshire Bull Terrier,Manhattan,10012,102,5502,MN23,1,12,26,5/29/2015,5/29/2016
SAYLOR,F,10/1/2015 0:00,Labrador Retriever,Manhattan,10023,107,157,MN14,6,10,29,1/9/2016,1/9/2017
SUZUKI,F,1/1/2010 0:00,Shih Tzu,Queens,11372,403,279,QN28,25,14,13,7/2/2015,7/30/2020
LOLA,F,3/1/2013 0:00,Chihuahua Crossbreed,Brooklyn,11232,307,145,BK32,38,7,20,8/6/2015,8/6/2017
PRINCE,M,12/1/2007 0:00,Unknown,Brooklyn,11234,318,660,BK45,46,8,22,4/27/2015,4/29/2016
CHLOE ,F,7/1/2009 0:00,Shih Tzu,Brooklyn,11224,313,354,BK23,48,8,23,1/20/2016,1/4/2017
BROOKLYN,M,12/1/2013 0:00,German Shepherd Dog,Bronx,10456,203,185,BX35,16,15,32,5/5/2016,5/5/2017
WILLOW,F,4/1/2013 0:00,Jack Russell Terrier,Manhattan,10037,111,206,MN03,9,13,30,3/1/2016,4/10/2017
FLASH,M,6/1/2016 0:00,Golden Retriever,Staten Island,10305,501,2001,SI37,49,11,23,8/23/2016,8/23/2018
RUGA,M,9/1/2003 0:00,American Pit Bull Terrier/Pit Bull,Bronx,10457,204,225,BX14,16,15,33,9/10/2015,9/10/2016
IVIAN,M,4/1/2012 0:00,Golden Retriever,Brooklyn,11212,317,888,BK96,42,9,20,1/4/2016,1/4/2017
LILY,F,4/1/2010 0:00,"Bull Dog, French",Queens,11105,401,137,QN72,22,14,13,8/16/2016,9/3/2017
SAMMY ,M,8/1/2006 0:00,Miniature Schnauzer,Queens,11372,403,289,QN28,25,14,13,2/5/2016,2/5/2017
TACO,M,5/1/2009 0:00,Chihuahua,Manhattan,10128,108,15601,MN32,5,12,29,11/15/2015,10/17/2020
ROCKY,M,1/1/2008 0:00,Dachshund Smooth Coat,Brooklyn,11234,318,746,BK58,45,9,19,8/21/2016,9/8/2017
PRINCE,M,7/1/2011 0:00,Maltese,Queens,11433,412,266,QN01,27,5,14,7/22/2015,7/22/2016
DERBY ,M,11/1/2010 0:00,Poodle Crossbreed,Manhattan,10027,110,226,MN03,9,13,30,10/14/2016,10/14/2018
LUKIN,M,10/1/2010 0:00,Rottweiler,Manhattan,10065,108,10602,MN31,5,12,28,10/11/2016,10/29/2017
JULIE,F,2/1/2008 0:00,Unknown,Manhattan,10025,107,187,MN12,6,10,31,7/30/2016,9/17/2017
LADY,F,10/1/2013 0:00,Yorkshire Terrier,Manhattan,10027,109,20101,MN09,7,10,30,10/6/2016,10/6/2017
JG ,M,5/1/2014 0:00,Chihuahua,Queens,11358,407,1059,QN51,19,3,11,6/28/2016,7/28/2017
SANDY,F,1/1/2013 0:00,Unknown,Brooklyn,11209,310,34,BK31,43,11,22,1/27/2015,2/7/2016
JAY ,M,5/1/2011 0:00,Unknown,Bronx,10460,211,240,BX37,15,14,33,1/27/2015,1/26/2016
EMMIE,F,1/1/2011 0:00,Yorkshire Terrier,Brooklyn,11206,301,505,BK90,34,7,18,6/5/2015,6/17/2016
ZERO ,M,6/1/2016 0:00,Maltese,Brooklyn,11204,311,436,BK29,44,10,17,9/11/2016,9/11/2017
TRIXIE,F,9/1/2015 0:00,Labradoodle,Manhattan,10012,102,49,MN24,1,10,26,1/31/2016,1/31/2017
JADE,F,12/1/2012 0:00,Unknown,Staten Island,10312,503,176,SI01,51,11,24,7/30/2015,6/19/2016
TIGER ,M,10/1/2012 0:00,Unknown,Brooklyn,11231,306,77,BK33,39,7,25,2/17/2016,3/13/2017
UNKNOWN,M,9/1/2016 0:00,Shih Tzu Crossbreed,Manhattan,10010,106,60,MN50,4,12,27,11/25/2016,11/25/2017
MUSKA,M,11/1/2007 0:00,Labradoodle,Queens,11356,407,929,QN23,19,14,11,2/3/2016,2/24/2017
SUSIE,F,5/1/2014 0:00,Chihuahua,Manhattan,10036,104,121,MN15,3,10,27,4/14/2016,12/30/2016
NENA,F,7/1/2016 0:00,American Pit Bull Terrier/Pit Bull,Bronx,10473,209,74,BX09,18,15,34,11/15/2016,11/15/2017
KATIE,F,10/1/2010 0:00,"Poodle, Standard",Brooklyn,11201,302,69,BK38,33,7,26,3/16/2016,5/3/2017
CHUCKIE,M,7/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Staten Island,10306,502,12804,SI45,50,11,24,5/11/2015,5/11/2016
ROBBIE,M,5/1/2011 0:00,Chihuahua Crossbreed,Manhattan,10016,106,70,MN20,2,12,28,6/11/2015,6/11/2018
BOO,M,1/1/2007 0:00,Labrador Retriever Crossbreed,Manhattan,10023,107,157,MN14,6,10,29,7/8/2016,7/8/2017
MUNCHI,F,9/1/2012 0:00,"Bull Dog, French",Queens,11103,401,6502,QN70,22,12,12,2/16/2016,4/30/2017
SNOWX,M,7/1/2012 0:00,West High White Terrier,Queens,11103,401,143,QN70,22,14,12,2/19/2015,3/11/2016
MOE,M,1/1/2006 0:00,Shih Tzu,Manhattan,10035,111,194,MN34,8,13,30,9/17/2016,9/17/2017
MALAKI,M,5/1/2012 0:00,Unknown,Brooklyn,11224,313,326,BK21,47,8,23,4/26/2015,10/22/2019
TERRY,M,12/1/2015 0:00,Maltese Crossbreed,Manhattan,10033,NA,NULL,NULL,NA,NA,NA,7/5/2016,7/5/2017
UNKOWN,F,9/1/2015 0:00,Pomeranian,Brooklyn,11214,311,176,BK27,43,11,22,12/13/2015,12/13/2016
LORCA,M,11/1/2002 0:00,Portuguese Water Dog,Manhattan,10014,102,67,MN23,3,10,27,9/20/2016,9/2/2017
RICHIE,M,8/1/2015 0:00,Shih Tzu,Brooklyn,11223,313,382,BK26,47,11,23,10/29/2015,10/29/2016
JIAH,F,6/1/2007 0:00,Doberman Pinscher,Queens,11415,409,138,QN60,29,6,14,3/23/2015,5/3/2017
LADY ,F,11/1/2004 0:00,German Shepherd Dog,Bronx,10467,211,336,BX07,15,14,36,6/28/2016,7/30/2017
HENRY ,M,3/1/2011 0:00,Cavalier King Charles Spaniel,Manhattan,10014,102,75,MN23,3,10,27,10/14/2016,10/1/2017
MOKA,F,7/1/2012 0:00,Labrador Retriever,Manhattan,10013,102,45,MN24,1,10,26,7/22/2016,6/3/2017
WINNIE,F,3/1/2008 0:00,Lhasa Apso,Manhattan,10075,108,132,MN31,5,12,28,1/2/2015,1/7/2016
JAX,M,5/1/2014 0:00,Chihuahua,Queens,11374,406,69701,QN18,29,6,16,10/17/2015,10/17/2016
OLIVIA,F,2/1/2011 0:00,Bearded Collie,Manhattan,10028,108,14402,MN32,5,12,28,9/13/2016,9/13/2017
TEDDY ,M,1/1/2003 0:00,Unknown,Manhattan,10034,112,307,MN01,10,13,31,1/12/2016,2/28/2017
DUCHESS ,F,5/1/2004 0:00,Golden Retriever,Staten Island,10309,503,20803,SI32,51,11,24,9/19/2016,9/30/2017
DAISY ,F,1/1/2013 0:00,Rat Terrier,Manhattan,10033,112,275,MN35,10,13,31,3/20/2016,3/20/2017
TOFFEE,F,3/1/2008 0:00,Shih Tzu,Brooklyn,11235,315,608,BK17,48,8,23,10/16/2015,10/29/2016
KANE ,M,1/1/2005 0:00,American Pit Bull Terrier/Pit Bull,Queens,11385,405,591,QN20,30,7,12,9/3/2016,10/31/2017
HAZEL,F,1/1/2010 0:00,Poodle,Brooklyn,11222,301,571,BK76,33,12,26,6/18/2015,2/4/2016
WILSON,M,2/1/2014 0:00,"Bull Dog, English",Queens,11427,413,1301,QN43,23,3,14,2/27/2016,2/27/2021
CHANEL ,F,7/1/2016 0:00,Yorkshire Terrier Crossbreed,Bronx,10473,NA,NULL,NULL,NA,NA,NA,9/30/2016,9/30/2017
NOODLES ,F,1/1/2005 0:00,Shih Tzu,Brooklyn,11215,306,117,BK37,39,7,20,3/31/2016,4/29/2017
HUNTER,M,9/1/2012 0:00,Golden Retriever,Staten Island,10305,502,64,SI14,50,11,23,5/12/2015,4/11/2016
ADDISON,F,4/1/2011 0:00,Labrador Retriever,Queens,11516,NA,NULL,NULL,NA,NA,NA,2/3/2016,1/18/2017
PIPER,F,6/1/2012 0:00,"Schnauzer, Miniature",Manhattan,10028,108,136,MN32,5,12,28,2/17/2015,2/17/2016
NICO,F,1/1/2010 0:00,"Bull Dog, French",Manhattan,10002,103,18,MN27,1,7,26,2/2/2016,4/2/2017
REX ,M,1/1/2000 0:00,Unknown,Queens,11379,405,621,QN21,30,6,15,4/14/2016,5/30/2017
STELLA,F,1/1/2014 0:00,Unknown,Manhattan,10024,107,171,MN12,6,10,31,8/22/2016,7/3/2017
GIZMO ,M,1/1/2006 0:00,Unknown,Brooklyn,11236,318,1010,BK50,46,8,19,4/21/2016,4/29/2017
LULU,F,12/1/2013 0:00,"Bull Dog, French",Brooklyn,11215,306,117,BK37,39,7,20,3/25/2015,5/31/2017
KALONA,M,1/1/2014 0:00,West High White Terrier,Staten Island,10307,503,248,SI11,51,11,24,4/7/2016,5/4/2017
UNKNOWED,M,3/1/2015 0:00,Yorkshire Terrier,Bronx,10473,209,90,BX09,18,15,32,6/28/2015,6/28/2016
GAUDI ,M,6/1/2015 0:00,Chihuahua,Brooklyn,11205,303,191,BK69,33,7,25,10/17/2015,10/17/2016
LEO,M,1/1/2009 0:00,Pekingese,Manhattan,10022,106,10601,MN19,5,12,28,3/30/2016,5/7/2017
MARCUS,M,6/1/2011 0:00,Boxer,Brooklyn,11224,313,336,BK21,47,8,23,9/8/2015,9/20/2016
ELSA,F,2/1/2015 0:00,Yorkshire Terrier,Manhattan,10018,104,111,MN13,3,10,27,7/3/2015,7/3/2016
ROSIE,F,9/1/2010 0:00,Labrador Retriever Crossbreed,Manhattan,10019,105,11201,MN17,4,12,28,3/8/2016,4/3/2017
GIZMO,M,3/1/2015 0:00,Maltipoo,Bronx,10451,203,141,BX35,17,15,32,8/23/2015,8/23/2016
FRANNY ,F,1/1/2009 0:00,Unknown,Brooklyn,11201,302,501,BK09,33,7,26,11/6/2015,11/4/2016
COCO,M,3/1/2012 0:00,Unknown,Brooklyn,11216,308,315,BK61,36,8,25,4/28/2015,4/28/2016
REYES,M,8/1/2016 0:00,Maltese Crossbreed,Bronx,10457,204,22902,BX41,15,15,33,10/1/2016,10/1/2017
TALKY,M,11/1/2009 0:00,Pekingese,Manhattan,10002,103,6,MN28,1,7,26,10/31/2016,5/18/2021
LOLA ,F,1/1/2003 0:00,Basenji,Brooklyn,11205,NA,NULL,NULL,NA,NA,NA,12/10/2015,12/30/2016
HUNTER ,M,9/1/2016 0:00,German Shepherd Crossbreed,Queens,11356,407,925,QN23,19,14,11,12/21/2016,12/21/2017
N/A ,F,11/1/2015 0:00,Poodle Crossbreed,Manhattan,10036,105,125,MN17,3,12,27,2/28/2016,2/28/2017
MALACHI,M,1/1/2014 0:00,American Pit Bull Terrier/Pit Bull,Queens,11366,408,1333,QN41,24,6,11,3/3/2016,4/17/2017
ROCKY,M,5/1/2012 0:00,Rottweiler,Brooklyn,11235,315,590,BK17,48,9,19,4/30/2016,4/22/2018
BRINKS ,M,1/1/1999 0:00,Yorkshire Terrier,Queens,11364,411,129104,QN42,23,6,11,5/2/2015,5/30/2016
KELLY,F,1/1/2005 0:00,Unknown,Brooklyn,11231,306,65,BK33,39,7,26,5/13/2016,6/29/2017
NINA ,F,4/1/2013 0:00,German Shepherd Crossbreed,Manhattan,10031,109,233,MN04,7,13,30,7/23/2016,9/10/2017
OTIS,F,1/1/2007 0:00,German Shepherd Dog,Brooklyn,11215,307,147,BK32,38,7,21,7/28/2016,6/20/2017
SAMMY ,M,9/1/2009 0:00,Beagle Crossbreed,Brooklyn,11216,308,31702,BK61,35,9,20,12/31/2015,12/31/2016
MILO ,M,1/1/2006 0:00,Unknown,Brooklyn,11203,317,864,BK96,41,9,20,9/12/2016,6/29/2017
ROGER,M,1/1/2005 0:00,Shih Tzu,Manhattan,10065,108,11402,MN40,4,12,28,6/28/2016,7/30/2017
CHLOE ,F,7/1/2009 0:00,Shih Tzu,Brooklyn,11224,313,354,BK23,48,8,23,1/4/2015,1/4/2016
VALENTINE,M,7/1/2005 0:00,Yorkshire Terrier,Manhattan,10021,108,130,MN40,4,12,28,7/14/2016,8/26/2017
LULU ,F,4/1/2009 0:00,Yorkshire Terrier,Staten Island,10309,503,226,SI11,51,11,24,12/6/2016,12/7/2017
LOLA,F,4/1/2015 0:00,Chihuahua,Bronx,10454,201,25,BX39,8,15,29,5/16/2016,6/5/2017
BELLA ,F,1/1/2005 0:00,Labrador Retriever,Manhattan,10021,108,132,MN31,5,12,28,6/8/2016,3/29/2017
MELO ,M,1/1/2015 0:00,Goldendoodle,Staten Island,10314,501,251,SI28,50,11,24,12/20/2015,12/20/2016
TOSCA ,F,12/1/2009 0:00,Chow Chow,Manhattan,10019,105,137,MN17,4,12,28,8/24/2015,9/23/2018
COCO,M,6/1/2004 0:00,Unknown,Manhattan,10031,109,229,MN04,7,13,31,11/15/2015,7/9/2016
MISSY ,F,1/1/2001 0:00,Unknown,Bronx,10473,209,2,BX09,18,15,34,3/3/2015,1/30/2016
CHLOE ,F,2/1/2010 0:00,Unknown,Manhattan,10069,107,155,MN14,6,10,27,8/21/2015,5/12/2016
ANGEL,F,4/1/2016 0:00,Labrador Retriever Crossbreed,Manhattan,10025,107,189,MN12,7,13,30,8/30/2016,8/30/2017
TOBY,M,1/1/2006 0:00,Yorkshire Terrier,Staten Island,10307,503,248,SI11,51,11,24,1/1/2016,1/30/2017
POLLIE,F,12/1/2012 0:00,American Pit Bull Terrier/Pit Bull,Queens,11102,401,71,QN71,22,12,12,1/1/2015,1/1/2016
MOJO,M,7/1/2007 0:00,Shetland Sheepdog,Staten Island,10306,502,11201,SI36,50,11,24,7/13/2016,8/13/2017
BARLEY,M,3/1/2007 0:00,Greyhound,Brooklyn,11238,308,217,BK61,35,9,20,8/8/2016,8/8/2017
HERSHEY,M,1/1/2004 0:00,Poodle,Brooklyn,11221,303,281,BK35,36,8,18,3/31/2016,3/31/2017
BOOSKY,M,5/1/2007 0:00,Chihuahua,Manhattan,10031,109,231,MN04,9,13,30,9/11/2015,8/12/2018
TACO,M,5/1/2015 0:00,Yorkshire Terrier Crossbreed,Manhattan,10035,111,194,MN34,8,13,30,5/30/2016,5/30/2017
GUCCI,F,6/1/2011 0:00,Cane Corso,Queens,11432,408,1277,QN06,24,5,11,12/28/2015,1/30/2017
LILLYTOTH,F,1/1/2013 0:00,Maltese,Queens,11363,411,1479,QN45,19,3,11,7/20/2016,4/9/2017
TOBY ,M,12/1/2014 0:00,Pug,Brooklyn,11207,305,117201,BK83,37,7,18,8/6/2015,8/6/2016
LUNA,F,3/1/2014 0:00,Maltese,Manhattan,10009,103,32,MN22,2,12,27,9/14/2015,7/20/2016
GAMBINO,M,8/1/2016 0:00,Siberian Husky,Brooklyn,11203,317,864,BK96,41,9,20,10/13/2016,10/13/2017
JESTER,M,4/1/2008 0:00,Greyhound,Queens,11362,411,150702,QN45,19,3,11,1/9/2015,1/9/2016
JOEY,M,1/1/2007 0:00,Beagle,Staten Island,10301,501,16901,SI07,49,11,24,12/9/2016,1/2/2018
GRACIE ,F,5/1/2014 0:00,Beagle,Brooklyn,11228,311,168,BK27,43,11,22,7/30/2016,9/15/2017
FRANCES,F,2/1/2015 0:00,Jack Russell Terrier,Manhattan,10016,105,74,MN17,4,12,27,9/5/2016,4/22/2021
REILLY ,M,1/1/2001 0:00,"Collie, Bearded ",Bronx,10463,208,29301,BX29,11,16,34,1/12/2016,2/28/2017
JEZABELLE,F,6/1/2011 0:00,Rat Terrier,Manhattan,10025,107,179,MN12,6,10,31,5/2/2016,5/2/2017
BLUE,M,2/1/2016 0:00,Great Dane,Queens,11101,402,19,QN31,26,12,12,9/16/2016,9/16/2018
ZOE,F,12/1/2011 0:00,"Mastiff, Bull",Brooklyn,11201,306,45,BK33,39,7,26,2/18/2016,3/21/2017
LUCY,F,1/1/2003 0:00,Havanese,Manhattan,10025,107,183,MN12,6,10,31,5/9/2016,6/29/2017
KAELAH ,F,1/1/2004 0:00,Cocker Spaniel,Queens,11422,413,660,QN05,31,5,10,11/29/2016,12/30/2017
BAXTER,M,4/1/2009 0:00,Basset Hound,Bronx,10471,208,323,BX22,11,16,34,7/24/2016,7/24/2018
MUNECA ,F,1/1/2000 0:00,Unknown,Queens,11421,409,10,QN53,32,7,15,9/29/2015,9/29/2016
ABIGAIL ,F,7/1/2014 0:00,Shiba Inu,Bronx,10462,211,246,BX49,13,14,34,4/9/2015,4/9/2016
LINDA,F,1/1/2006 0:00,Beagle,Queens,11374,406,693,QN18,29,6,16,12/22/2016,8/30/2017
PEANUT ,M,5/1/2005 0:00,Unknown,Brooklyn,11210,317,784,BK91,45,9,21,5/5/2015,8/30/2016
BENNY ,M,1/1/2002 0:00,Havanese,Manhattan,10027,109,20701,MN09,7,10,30,6/30/2015,7/30/2016
TIKVAH,F,6/1/2012 0:00,Rhodesian Ridgeback,Manhattan,10035,111,188,MN34,8,13,30,10/11/2015,10/11/2017
BENNY ,M,1/1/2002 0:00,West High White Terrier,Manhattan,10021,108,128,MN40,4,12,28,10/6/2015,9/29/2016
DOLLY,F,3/1/2007 0:00,Maltipoo,Queens,11426,413,157101,QN43,23,3,11,8/10/2016,8/10/2017
SCOUT,F,2/1/2012 0:00,Unknown,Queens,11366,408,1247,QN38,24,6,11,10/14/2016,11/18/2017
LUCIA,F,5/1/2011 0:00,Shih Tzu,Bronx,10452,204,197,BX63,16,15,29,6/6/2016,7/14/2018
NARI ,F,5/1/2006 0:00,Maltese,Queens,11357,407,991,QN49,19,3,11,8/3/2015,8/3/2016
CHLOE,F,6/1/2015 0:00,Poodle Crossbreed,Queens,11103,401,63,QN70,22,12,12,11/5/2015,11/5/2016
RUDDY,M,10/1/2010 0:00,Labrador Retriever,Manhattan,10032,112,241,MN36,7,13,31,4/16/2015,4/29/2016
CHUBBY,M,11/1/2011 0:00,Shih Tzu,Bronx,10469,212,368,BX44,12,16,36,12/16/2015,12/16/2016
MOJO,M,1/1/2016 0:00,Terrier mix,Brooklyn,11230,314,528,BK42,45,9,17,5/9/2016,5/9/2017
SALLY,F,11/1/2013 0:00,Labrador Retriever Crossbreed,Brooklyn,11215,306,133,BK37,39,7,25,11/22/2016,1/8/2018
CHITA,F,10/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11211,301,515,BK73,33,12,18,6/13/2016,6/8/2018
CHLOE ,F,11/1/2013 0:00,Bichon Frise,Brooklyn,11221,303,293,BK35,36,8,25,10/17/2016,11/13/2017
IZZY,F,2/1/2014 0:00,Cavalier King Charles Spaniel,Brooklyn,11201,302,15,BK38,33,8,25,7/9/2016,7/9/2019
JADA,F,4/1/2013 0:00,American Pit Bull Terrier/Pit Bull,Staten Island,10306,503,13203,SI54,51,11,24,4/19/2015,4/19/2016
SHAY,F,2/1/2015 0:00,Labrador Retriever,Bronx,10471,208,323,BX22,11,16,34,4/6/2016,4/6/2017
BLAKE,M,4/1/2011 0:00,Unknown,Queens,11377,402,169,QN31,26,14,12,8/11/2016,8/25/2017
MIMI,F,5/1/2014 0:00,"Poodle, Standard",Brooklyn,11225,309,800,BK60,40,9,20,5/18/2015,5/18/2016
POOH,M,3/1/2012 0:00,"Shar-Pei, Chinese",Manhattan,10014,102,75,MN23,3,10,27,7/29/2016,7/15/2017
CHILLI,F,8/1/2003 0:00,"Poodle, Toy",Manhattan,10128,111,15602,MN33,5,12,29,3/1/2016,3/1/2017
CRUMPET,F,3/1/2015 0:00,Cavalier King Charles Spaniel,Brooklyn,11211,301,501,BK90,34,12,18,5/14/2016,5/19/2017
FLYNN,M,10/1/2013 0:00,Jack Russell Terrier,Manhattan,10021,108,134,MN31,5,12,28,1/19/2016,1/19/2017
TUCKER ,M,4/1/2011 0:00,Labrador Retriever,Staten Island,10310,501,105,SI35,49,11,23,9/28/2015,9/28/2017
CHEERIOS ,M,1/1/2004 0:00,Unknown,Queens,11379,405,677,QN21,30,6,15,6/28/2015,6/29/2016
DIXIE,F,10/1/2014 0:00,Australian Shepherd,Brooklyn,11201,302,502,BK09,33,7,26,4/16/2016,5/7/2018
LULU ,F,11/1/2008 0:00,Shih Tzu,Manhattan,10028,108,136,MN32,5,12,28,2/29/2016,2/28/2017
NIKKO ,M,12/1/2008 0:00,Shih Tzu,Staten Island,10314,501,30301,SI12,49,11,23,3/26/2016,3/8/2017
NAME,F,8/1/2016 0:00,Dachshund,Brooklyn,11214,311,290,BK28,47,11,23,12/7/2016,12/7/2017
GUS,M,1/1/2015 0:00,French Bulldog,Manhattan,10011,104,81,MN13,3,12,27,4/16/2015,4/16/2016
LULI,F,1/1/2005 0:00,Havanese,Manhattan,10021,108,122,MN40,4,12,28,12/14/2016,12/30/2017
SPANKY,F,8/1/2007 0:00,Labrador Retriever,Manhattan,10009,106,44,MN50,4,12,27,12/8/2016,12/8/2017
LUK,M,10/1/2015 0:00,Labrador Retriever,Brooklyn,11201,302,21,BK38,33,7,26,3/30/2016,3/30/2017
BENTLEY,M,6/1/2005 0:00,"Bull Dog, English",Brooklyn,11215,306,121,BK37,39,7,20,11/15/2016,10/31/2017
LULU ,F,1/1/2003 0:00,American Eskimo dog,Queens,11104,402,179,QN31,26,14,12,6/28/2016,7/30/2017
PEPPER,F,5/1/2014 0:00,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11201,302,21,BK38,33,7,26,9/22/2016,9/6/2018
TEDDY ,M,3/1/2015 0:00,Pomeranian,Manhattan,10009,106,44,MN50,4,12,27,3/29/2016,5/31/2018
MAUDE,F,4/1/2006 0:00,Pug,Brooklyn,11222,301,591,BK76,33,12,26,2/16/2015,2/16/2016
CHI ,F,12/1/2010 0:00,Swedish Vallhund,Brooklyn,11220,307,74,BK32,38,7,20,12/18/2016,12/12/2018
COSMO,M,10/1/2013 0:00,Shih Tzu,Manhattan,10016,106,78,MN20,4,12,28,1/26/2016,3/5/2017
MIDNIGHT ,F,6/1/2012 0:00,Labrador Retriever Crossbreed,Manhattan,10065,108,118,MN31,4,12,28,7/12/2016,9/4/2017
CHACHA,F,10/1/2013 0:00,Yorkshire Terrier,Manhattan,10016,106,72,MN20,2,12,28,12/18/2016,2/7/2020
MAX,M,6/1/2011 0:00,German Shepherd Dog,Staten Island,10312,503,17010,SI48,51,11,24,2/28/2015,2/28/2016
MEGAN,F,1/1/2012 0:00,Unknown,Brooklyn,11211,301,481,BK90,34,12,18,3/5/2015,3/5/2016
TIA,F,1/1/2011 0:00,Unknown,Queens,11377,402,18502,QN31,26,14,12,3/4/2015,3/30/2016
BATMAN,M,2/1/2013 0:00,Yorkshire Terrier,Manhattan,10032,112,253,MN36,10,13,31,3/15/2015,3/15/2016
LUNA,F,1/1/2016 0:00,American Pit Bull Terrier/Pit Bull,Brooklyn,11207,304,405,BK78,37,8,18,3/30/2016,3/30/2017
CHUBBS,M,12/1/2014 0:00,Havanese,Manhattan,10012,102,49,MN24,3,10,26,3/17/2015,3/17/2016
DU,M,2/1/2006 0:00,Shetland Sheepdog,Manhattan,10065,108,110,MN31,4,12,28,4/6/2016,4/9/2017
PENNY,F,1/1/2003 0:00,Unknown,Brooklyn,11223,313,37401,BK26,47,11,23,11/12/2015,11/29/2016
WINNIE,F,3/1/2013 0:00,Labrador Retriever,Manhattan,10011,105,54,MN13,3,12,27,4/26/2016,6/24/2017
OTIS,M,10/1/2011 0:00,Rottweiler,Manhattan,10075,108,128,MN40,4,12,28,2/19/2015,1/27/2016
QUINCY,M,1/1/2004 0:00,Boston Terrier,Brooklyn,11229,315,59401,BK17,48,9,19,8/18/2016,9/30/2017
MINNIE,F,12/1/2014 0:00,Yorkshire Terrier,Bronx,10456,203,133,BX35,16,15,32,2/15/2016,2/15/2017
SIMBA ,M,1/1/2006 0:00,West High White Terrier,Manhattan,10024,107,173,MN12,6,10,30,2/11/2015,2/11/2016
LOUIE,M,11/1/2007 0:00,Pug,Manhattan,10024,107,169,MN12,6,10,29,8/4/2015,9/2/2016
MARU,F,1/1/2009 0:00,Dachshund Crossbreed,Manhattan,10009,106,44,MN50,4,12,27,10/11/2016,10/11/2017
COCO,M,1/1/2008 0:00,Unknown,Bronx,10471,208,323,BX22,11,16,34,2/10/2016,2/3/2017
SAM,M,9/1/2003 0:00,Schnauzer Crossbreed,Manhattan,10034,112,307,MN01,10,13,31,2/22/2016,2/22/2019
DAKOTA,F,1/1/2003 0:00,Unknown,Staten Island,10314,502,27302,SI05,50,11,24,12/4/2015,11/30/2016
SMUCKERS,F,4/1/2011 0:00,American Pit Bull Terrier/Pit Bull,Manhattan,10026,110,19702,MN11,9,13,30,8/29/2016,8/29/2018
WINDSOR,M,2/1/2016 0:00,Puggle,Brooklyn,11215,307,171,BK40,39,9,21,6/5/2016,6/5/2017
NORA,F,6/1/2011 0:00,Yorkshire Terrier,Staten Island,10312,503,198,SI01,51,11,24,7/18/2016,9/13/2017
LUPE,F,1/1/2006 0:00,Golden Retriever,Manhattan,10128,108,15002,MN40,4,12,28,4/18/2016,3/29/2017
BUSTER ,M,7/1/2013 0:00,Bloodhound,Queens,11419,409,108,QN54,28,5,10,6/17/2015,4/21/2016
IBBEUNY,F,2/1/2007 0:00,Yorkshire Terrier,Queens,11377,402,18502,QN31,26,14,12,9/3/2016,9/3/2017
ZOE,F,12/1/2010 0:00,Havanese,Staten Island,10308,503,14604,SI54,51,11,24,6/21/2016,8/16/2017
FRANKIE,F,7/1/2009 0:00,Unknown,Brooklyn,11215,307,117,BK37,39,7,25,11/6/2016,12/21/2017
LUCKY,M,11/1/2010 0:00,Pug,Bronx,10458,207,413,BX05,11,13,36,5/11/2016,6/28/2017
